vol,ask,bid,open,close,high,low,start,end
1285749,147180.25,147165.75,5077.75,5091.75,5100.75,5036.25,2024-05-02 08:30:00,2024-05-02 15:30:00
1288266,149369.75,149354.5,5145.75,5160,5166.75,5126.75,2024-05-03 08:30:00,2024-05-03 15:30:00
845379,150470.5,150456,5173.75,5205.25,5207.75,5173.5,2024-05-06 08:30:00,2024-05-06 15:30:00
928160,151303.5,151289,5214.25,5214.25,5226.75,5205.5,2024-05-07 08:30:00,2024-05-07 15:30:00
811831,151036.75,151022.25,5194.5,5209.25,5217.25,5191,2024-05-08 08:30:00,2024-05-08 15:30:00
907844,151614.5,151600,5214.5,5242.75,5244.75,5204.25,2024-05-09 08:30:00,2024-05-09 15:30:00
914130,152121,152106.75,5252.5,5243,5264,5232.75,2024-05-10 08:30:00,2024-05-10 15:30:00
778617,152192.5,152178,5262.5,5243.25,5264,5233.25,2024-05-13 08:30:00,2024-05-13 15:30:00
992872,152393,152378.5,5248.5,5267.5,5274.25,5241.25,2024-05-14 08:30:00,2024-05-14 15:30:00
1109496,154175.25,154160.75,5297,5327.75,5337.25,5286.75,2024-05-15 08:30:00,2024-05-15 15:30:00
1009627,154731.25,154716.75,5330.75,5317.5,5349,5317,2024-05-16 08:30:00,2024-05-16 15:30:00
860735,154302.25,154288,5324.25,5327.5,5328.75,5305.75,2024-05-17 08:30:00,2024-05-17 15:30:00
870003,154824.5,154810,5329.75,5330.75,5348.25,5323.75,2024-05-20 08:30:00,2024-05-20 15:30:00
819085,154714.25,154699.75,5325.5,5345,5347.5,5322.5,2024-05-21 08:30:00,2024-05-21 15:30:00
1067614,154673.75,154659,5336,5328.75,5347,5306.75,2024-05-22 08:30:00,2024-05-22 15:30:00
