vol,ask,bid,open,close,high,low,start,end,tendencia,d,condicion,pasa_close,pasa_d2
1981520.0,31539.25,31525.25,1131.5,1112.25,1134.25,1110.5,2010-06-07 08:30:00,2010-06-07 15:45:00,-1,2.0,1.0,1,1
2906294.0,31230.75,31217.0,1115.0,1123.0,1126.75,1104.75,2010-06-08 08:30:00,2010-06-08 15:45:00,1,2.75,1.0,1,1
2336432.0,31704.0,31690.0,1130.25,1118.25,1141.25,1114.75,2010-06-09 08:30:00,2010-06-09 15:45:00,-1,7.25,0.0,0,0
1242569.0,31967.5,31953.5,1132.0,1148.5,1151.0,1132.0,2010-06-10 08:30:00,2010-06-10 15:45:00,1,13.75,1.0,0,0
3241263.0,64665.25,64638.5,1161.5,1153.5,1169.25,1138.0,2010-06-14 08:30:00,2010-06-14 15:45:00,-1,13.0,0.0,0,0
1891708.0,32724.25,32710.25,1161.25,1176.5,1179.0,1158.75,2010-06-15 08:30:00,2010-06-15 15:45:00,1,7.75,1.0,0,0
1800846.0,34141.0,34126.5,1171.5,1177.25,1182.25,1170.0,2010-06-16 08:30:00,2010-06-16 15:30:00,1,5.0,1.0,1,1
2071985.0,32892.25,32879.0,1181.5,1178.25,1182.25,1168.25,2010-06-17 08:30:00,2010-06-17 15:45:00,-1,4.25,0.0,0,0
3203977.0,66280.25,66252.5,1193.75,1178.5,1195.0,1170.75,2010-06-21 08:30:00,2010-06-21 15:45:00,-1,15.5,1.0,1,1
1975197.0,32854.25,32840.25,1177.0,1159.25,1182.0,1157.0,2010-06-22 08:30:00,2010-06-22 15:45:00,-1,1.5,0.0,0,0
1960756.0,32342.0,32328.25,1160.75,1153.5,1163.25,1147.75,2010-06-23 08:30:00,2010-06-23 15:45:00,-1,1.5,1.0,1,1
2199466.0,32019.25,32005.5,1149.5,1138.75,1151.25,1134.0,2010-06-24 08:30:00,2010-06-24 15:45:00,-1,4.0,0.0,0,0
3492908.0,63883.0,63855.0,1142.5,1138.25,1147.0,1130.25,2010-06-28 08:30:00,2010-06-28 15:45:00,-1,3.75,1.0,1,1
2748972.0,31091.75,31078.0,1123.5,1102.25,1124.5,1097.75,2010-06-29 08:30:00,2010-06-29 15:45:00,-1,14.75,0.0,0,0
2203210.0,30956.0,30942.5,1101.5,1092.25,1111.25,1090.5,2010-06-30 08:30:00,2010-06-30 15:45:00,-1,0.75,0.0,0,0
2923131.0,30436.75,30422.75,1093.5,1089.75,1097.25,1073.5,2010-07-01 08:30:00,2010-07-01 15:45:00,-1,1.25,1.0,1,1
1694569.0,40156.75,40138.25,1081.5,1080.0,1096.5,1078.25,2010-07-05 08:30:00,2010-07-05 17:15:00,-1,8.25,0.0,0,0
2027428.0,30668.75,30654.75,1096.75,1092.0,1106.0,1081.0,2010-07-06 08:30:00,2010-07-06 15:45:00,-1,16.75,1.0,0,1
2256016.0,31042.25,31028.25,1092.0,1126.5,1127.25,1091.75,2010-07-07 08:30:00,2010-07-07 15:45:00,1,0.0,0.0,0,0
1784823.0,31589.25,31575.25,1132.25,1133.75,1136.0,1121.5,2010-07-08 08:30:00,2010-07-08 15:45:00,1,5.75,0.0,0,0
1226150.0,32973.0,32958.75,1133.0,1139.25,1142.5,1131.75,2010-07-09 08:30:00,2010-07-09 15:30:00,1,0.75,1.0,1,1
1233038.0,31940.25,31926.25,1139.0,1144.5,1144.75,1134.0,2010-07-12 08:30:00,2010-07-12 15:45:00,1,0.25,1.0,1,1
1691315.0,32428.75,32415.75,1155.0,1164.5,1163.5,1151.75,2010-07-13 08:30:00,2010-07-13 15:45:00,1,10.5,0.0,0,0
1598541.0,32422.75,32408.75,1155.5,1158.75,1163.0,1151.0,2010-07-14 08:30:00,2010-07-14 15:45:00,1,9.0,1.0,0,1
2052181.0,32269.5,32255.5,1160.25,1160.25,1163.0,1143.75,2010-07-15 08:30:00,2010-07-15 15:45:00,1,1.5,0.0,0,0
1850828.0,31731.0,31717.25,1121.5,1149.0,1148.25,1120.5,2010-07-20 08:30:00,2010-07-20 15:45:00,1,38.75,1.0,0,1
2118333.0,32024.25,32010.5,1154.0,1131.25,1154.0,1128.5,2010-07-21 08:30:00,2010-07-21 15:45:00,-1,5.0,0.0,0,0
1810199.0,32406.75,32392.75,1145.5,1154.0,1162.0,1145.0,2010-07-22 08:30:00,2010-07-22 15:45:00,1,14.25,1.0,0,0
3167525.0,66573.25,66544.75,1169.0,1177.0,1179.25,1151.5,2010-07-26 08:30:00,2010-07-26 15:30:00,1,15.0,0.0,0,0
1594366.0,34189.75,34175.25,1185.25,1178.5,1186.25,1173.5,2010-07-27 08:30:00,2010-07-27 15:30:00,-1,8.25,0.0,0,0
1388079.0,32870.0,32856.0,1176.75,1170.0,1179.0,1166.75,2010-07-28 08:30:00,2010-07-28 15:45:00,-1,1.75,0.0,0,0
2021260.0,32712.0,32698.0,1177.0,1164.25,1180.5,1156.25,2010-07-29 08:30:00,2010-07-29 15:45:00,-1,7.0,1.0,1,1
3238931.0,65822.5,65795.75,1181.5,1189.0,1191.75,1152.0,2010-08-02 08:30:00,2010-08-02 15:45:00,1,17.25,1.0,1,1
1293865.0,33216.75,33202.75,1187.0,1185.75,1190.25,1180.75,2010-08-03 08:30:00,2010-08-03 15:45:00,-1,2.0,1.0,1,1
1329925.0,33309.5,33295.75,1187.75,1192.75,1193.5,1183.75,2010-08-04 08:30:00,2010-08-04 15:45:00,1,2.0,1.0,1,1
1063194.0,33270.0,33256.25,1185.25,1192.0,1191.5,1183.0,2010-08-05 08:30:00,2010-08-05 15:45:00,1,7.5,1.0,0,1
2606306.0,66356.75,66329.0,1191.25,1192.75,1194.25,1171.25,2010-08-09 08:30:00,2010-08-09 15:45:00,1,0.75,1.0,1,1
1753034.0,33122.0,33108.0,1182.75,1187.0,1192.0,1175.75,2010-08-10 08:30:00,2010-08-10 15:45:00,1,10.0,1.0,0,1
2274052.0,32460.25,32446.25,1168.5,1151.25,1169.0,1152.0,2010-08-11 08:30:00,2010-08-11 15:45:00,-1,18.5,1.0,0,0
1688572.0,32154.25,32140.25,1139.75,1147.5,1152.25,1138.0,2010-08-12 08:30:00,2010-08-12 15:45:00,1,11.5,0.0,0,0
2445665.0,64199.75,64172.75,1140.75,1145.0,1151.75,1133.75,2010-08-16 08:30:00,2010-08-16 15:45:00,1,6.75,1.0,1,1
1536966.0,32490.25,32476.25,1154.25,1156.75,1166.0,1150.75,2010-08-17 08:30:00,2010-08-17 15:45:00,1,9.25,0.0,0,0
1590674.0,32476.75,32462.75,1159.0,1155.5,1166.0,1151.25,2010-08-18 08:30:00,2010-08-18 15:45:00,-1,2.25,0.0,0,0
2038509.0,33153.25,33138.75,1154.5,1138.25,1157.0,1136.0,2010-08-19 08:30:00,2010-08-19 15:30:00,-1,1.0,0.0,0,0
2851665.0,63676.0,63648.5,1141.5,1133.0,1147.75,1129.25,2010-08-23 08:30:00,2010-08-23 15:45:00,-1,3.25,1.0,1,1
2132253.0,31391.75,31378.5,1121.0,1116.75,1125.75,1111.5,2010-08-24 08:30:00,2010-08-24 15:45:00,-1,12.0,0.0,0,0
2132707.0,31228.0,31214.0,1110.0,1122.75,1125.25,1104.5,2010-08-25 08:30:00,2010-08-25 15:45:00,1,6.75,0.0,0,0
1700983.0,31373.0,31359.25,1125.25,1111.25,1127.75,1110.5,2010-08-26 08:30:00,2010-08-26 15:45:00,-1,2.5,0.0,0,0
3468321.0,62968.5,62941.0,1129.25,1113.0,1132.0,1104.75,2010-08-30 08:30:00,2010-08-30 15:45:00,-1,18.0,1.0,1,1
2230295.0,31261.5,31248.25,1111.75,1119.25,1121.75,1106.75,2010-08-31 08:30:00,2010-08-31 15:45:00,1,1.25,0.0,0,0
1997376.0,32003.25,31989.25,1129.75,1148.5,1150.0,1128.5,2010-09-01 08:30:00,2010-09-01 15:45:00,1,10.5,0.0,0,0
1278432.0,33420.5,33406.0,1149.5,1157.5,1158.0,1146.75,2010-09-02 08:30:00,2010-09-02 15:30:00,1,1.0,0.0,0,0
1540209.0,33872.25,33857.75,1167.75,1170.75,1172.0,1161.25,2010-09-03 08:30:00,2010-09-03 15:30:00,1,10.25,0.0,0,0
21285.0,10563.0,10558.75,1173.5,1171.5,1174.0,1171.5,2010-09-06 08:30:00,2010-09-06 17:15:00,-1,2.75,0.0,0,0
1272563.0,32550.0,32536.5,1165.5,1158.5,1167.0,1157.25,2010-09-07 08:30:00,2010-09-07 15:45:00,-1,6.0,0.0,0,0
1390124.0,32676.75,32662.75,1161.0,1167.0,1170.5,1159.5,2010-09-08 08:30:00,2010-09-08 15:45:00,1,2.5,1.0,0,1
600415.0,32869.25,32855.25,1177.75,1170.25,1179.5,1168.25,2010-09-09 08:30:00,2010-09-09 15:45:00,-1,10.75,0.0,0,0
2186486.0,66184.5,66156.75,1187.0,1190.0,1191.5,1170.75,2010-09-13 08:30:00,2010-09-13 15:45:00,1,16.75,1.0,0,1
1650436.0,33336.25,33322.5,1186.5,1186.25,1195.0,1182.75,2010-09-14 08:30:00,2010-09-14 15:45:00,-1,3.5,1.0,1,1
1466231.0,33309.75,33295.75,1184.0,1193.25,1194.0,1181.5,2010-09-15 08:30:00,2010-09-15 15:45:00,1,2.25,0.0,0,0
1374615.0,33308.25,33294.25,1188.5,1195.75,1196.5,1185.25,2010-09-16 08:30:00,2010-09-16 15:45:00,1,4.75,1.0,1,1
3074026.0,67157.5,67129.75,1194.75,1208.25,1212.75,1189.5,2010-09-20 08:30:00,2010-09-20 15:45:00,1,1.0,1.0,1,1
1843347.0,33850.5,33836.75,1211.5,1206.5,1216.5,1202.75,2010-09-21 08:30:00,2010-09-21 15:45:00,-1,3.25,0.0,0,0
1667070.0,33714.5,33700.5,1206.5,1203.75,1212.25,1199.0,2010-09-22 08:30:00,2010-09-22 15:45:00,-1,0.0,0.0,0,0
1821521.0,33568.75,33555.5,1192.75,1193.25,1204.75,1189.75,2010-09-23 08:30:00,2010-09-23 15:45:00,1,11.0,0.0,0,0
2626801.0,69214.25,69186.0,1217.25,1210.25,1218.0,1204.25,2010-09-27 08:30:00,2010-09-27 15:30:00,-1,24.0,0.0,0,0
2006069.0,33918.0,33904.25,1212.25,1214.5,1218.5,1199.75,2010-09-28 08:30:00,2010-09-28 15:45:00,1,2.0,1.0,1,1
1592983.0,35194.75,35180.75,1212.0,1213.5,1217.0,1208.0,2010-09-29 08:30:00,2010-09-29 15:30:00,1,2.5,1.0,1,1
2497579.0,33971.0,33957.25,1219.5,1208.75,1226.0,1203.75,2010-09-30 08:30:00,2010-09-30 15:45:00,-1,6.0,0.0,0,0
3395405.0,67762.0,67734.75,1211.75,1207.75,1219.0,1199.5,2010-10-04 08:30:00,2010-10-04 15:45:00,-1,3.0,1.0,1,1
1913133.0,34312.5,34299.0,1216.25,1227.0,1231.25,1214.5,2010-10-05 08:30:00,2010-10-05 15:45:00,1,8.5,1.0,0,0
1408278.0,35610.5,35596.0,1228.25,1228.5,1231.25,1223.5,2010-10-06 08:30:00,2010-10-06 15:30:00,1,1.25,0.0,0,0
1683506.0,34352.0,34338.5,1234.25,1228.5,1234.25,1219.75,2010-10-07 08:30:00,2010-10-07 15:45:00,-1,5.75,0.0,0,0
2386636.0,70328.75,70300.75,1234.0,1234.75,1237.5,1224.0,2010-10-11 08:30:00,2010-10-11 15:30:00,1,5.5,1.0,1,1
1608974.0,34536.5,34522.75,1231.25,1239.0,1241.5,1224.25,2010-10-12 08:30:00,2010-10-12 15:45:00,1,3.5,1.0,1,1
1832463.0,34982.0,34968.5,1244.5,1247.0,1253.5,1241.75,2010-10-13 08:30:00,2010-10-13 15:45:00,1,5.5,0.0,0,0
1966937.0,34781.75,34768.25,1245.75,1247.75,1248.0,1235.0,2010-10-14 08:30:00,2010-10-14 15:45:00,1,1.25,1.0,1,1
3393054.0,69800.5,69773.0,1243.25,1247.0,1254.75,1235.5,2010-10-18 08:30:00,2010-10-18 15:45:00,1,4.5,1.0,1,1
2590726.0,34704.25,34690.25,1239.25,1235.5,1246.25,1228.0,2010-10-19 08:30:00,2010-10-19 15:45:00,-1,7.75,1.0,0,1
1964002.0,36172.25,36158.0,1239.0,1247.5,1252.5,1236.5,2010-10-20 08:30:00,2010-10-20 15:30:00,1,3.5,1.0,0,1
2092769.0,35023.75,35009.75,1251.0,1247.5,1258.75,1239.75,2010-10-21 08:30:00,2010-10-21 15:45:00,-1,3.5,0.0,0,0
2520909.0,70284.25,70256.75,1260.25,1254.75,1265.5,1248.0,2010-10-25 08:30:00,2010-10-25 15:45:00,-1,12.75,1.0,0,1
1461317.0,35095.25,35081.25,1249.25,1256.5,1256.25,1246.5,2010-10-26 08:30:00,2010-10-26 15:45:00,1,5.5,0.0,0,0
1905783.0,34886.0,34872.25,1247.25,1251.25,1253.0,1240.25,2010-10-27 08:30:00,2010-10-27 15:45:00,1,9.25,1.0,0,1
1730108.0,35055.25,35041.75,1258.0,1251.75,1259.0,1246.0,2010-10-28 08:30:00,2010-10-28 15:45:00,-1,6.75,0.0,0,0
3229251.0,70286.5,70259.5,1258.0,1254.75,1265.25,1246.25,2010-11-01 08:30:00,2010-11-01 15:45:00,-1,6.25,1.0,1,1
1335492.0,35358.5,35345.0,1262.0,1265.25,1266.0,1258.75,2010-11-02 08:30:00,2010-11-02 15:45:00,1,7.25,1.0,0,0
2151711.0,35339.75,35325.75,1265.0,1269.0,1270.5,1252.0,2010-11-03 08:30:00,2010-11-03 15:45:00,1,0.25,1.0,1,1
1914578.0,35996.0,35982.0,1280.0,1290.5,1291.25,1279.0,2010-11-04 08:30:00,2010-11-04 15:45:00,1,11.0,0.0,0,0
2746481.0,73664.75,73637.0,1291.0,1293.25,1297.0,1287.25,2010-11-08 08:30:00,2010-11-08 15:30:00,1,0.5,0.0,0,0
1597893.0,37466.5,37452.5,1295.5,1284.75,1297.25,1284.0,2010-11-09 08:30:00,2010-11-09 15:30:00,-1,2.25,0.0,0,0
2024273.0,37212.75,37198.25,1280.75,1287.5,1289.5,1274.25,2010-11-10 08:30:00,2010-11-10 15:30:00,1,4.0,0.0,0,0
1264680.0,37140.25,37126.25,1280.25,1283.5,1285.75,1274.5,2010-11-11 08:30:00,2010-11-11 15:30:00,1,7.25,1.0,0,1
1996615.0,36889.5,36875.0,1274.5,1269.0,1281.25,1264.0,2010-11-12 08:30:00,2010-11-12 15:30:00,-1,9.0,1.0,0,1
1578038.0,36971.25,36957.5,1273.0,1270.75,1278.25,1268.75,2010-11-15 08:30:00,2010-11-15 15:30:00,-1,4.0,1.0,1,1
2432148.0,36356.0,36342.25,1262.0,1245.5,1264.5,1243.5,2010-11-16 08:30:00,2010-11-16 15:30:00,-1,8.75,0.0,0,0
1512732.0,36307.0,36293.0,1250.5,1246.75,1254.5,1246.0,2010-11-17 08:30:00,2010-11-17 15:30:00,-1,5.0,1.0,0,1
1444350.0,36776.5,36762.5,1262.5,1268.75,1271.5,1260.75,2010-11-18 08:30:00,2010-11-18 15:30:00,1,15.75,1.0,0,0
1167079.0,36730.25,36716.0,1263.75,1268.0,1270.0,1260.0,2010-11-19 08:30:00,2010-11-19 15:30:00,1,5.0,1.0,1,1
1676530.0,36651.75,36637.25,1266.75,1265.0,1270.0,1255.0,2010-11-22 08:30:00,2010-11-22 15:30:00,-1,1.25,1.0,1,1
1842322.0,36350.25,36336.0,1255.75,1251.5,1259.0,1247.25,2010-11-23 08:30:00,2010-11-23 15:30:00,-1,9.25,0.0,0,0
1204503.0,36696.0,36681.5,1254.25,1269.0,1270.0,1254.0,2010-11-24 08:30:00,2010-11-24 15:30:00,1,2.75,1.0,0,0
36099.0,16497.75,16491.25,1267.5,1271.75,1273.0,1266.25,2010-11-25 08:30:00,2010-11-25 18:15:00,1,1.5,1.0,1,1
2432364.0,61544.75,61520.5,1253.5,1261.0,1265.75,1244.75,2010-11-29 08:30:00,2010-11-29 15:30:00,1,18.25,1.0,0,1
2134478.0,36352.75,36338.25,1250.5,1257.25,1259.5,1245.5,2010-11-30 08:30:00,2010-11-30 15:30:00,1,10.5,1.0,0,1
1658975.0,36970.5,36956.0,1268.25,1278.0,1280.25,1265.75,2010-12-01 08:30:00,2010-12-01 15:30:00,1,11.0,0.0,0,0
1539419.0,37364.25,37350.0,1282.25,1292.75,1294.25,1274.5,2010-12-02 08:30:00,2010-12-02 15:30:00,1,4.25,0.0,0,0
1402288.0,37459.25,37444.75,1297.25,1294.0,1299.75,1285.5,2010-12-03 08:30:00,2010-12-03 15:30:00,-1,4.5,0.0,0,0
925124.0,37551.75,37537.5,1291.75,1296.25,1297.5,1290.0,2010-12-06 08:30:00,2010-12-06 15:30:00,1,2.25,0.0,0,0
1748319.0,37805.5,37791.25,1306.25,1298.25,1307.5,1295.75,2010-12-07 08:30:00,2010-12-07 15:30:00,-1,10.0,0.0,0,0
1413595.0,37644.0,37629.75,1295.25,1297.75,1301.25,1291.5,2010-12-08 08:30:00,2010-12-08 15:30:00,1,3.0,0.0,0,0
504053.0,37813.0,37799.25,1304.75,1303.5,1308.25,1298.75,2010-12-09 08:30:00,2010-12-09 15:30:00,-1,7.0,0.0,0,0
710916.0,37980.25,37966.25,1310.25,1312.25,1312.75,1304.75,2010-12-10 08:30:00,2010-12-10 15:30:00,1,6.75,1.0,0,1
1033256.0,38221.0,38206.75,1316.75,1316.25,1319.5,1314.0,2010-12-13 08:30:00,2010-12-13 15:30:00,-1,4.5,0.0,0,0
1076864.0,38196.75,38183.25,1313.0,1313.25,1319.75,1312.5,2010-12-14 08:30:00,2010-12-14 15:30:00,1,3.25,0.0,0,0
1314915.0,38072.5,38058.25,1311.75,1310.5,1317.0,1306.25,2010-12-15 08:30:00,2010-12-15 15:30:00,-1,1.5,1.0,1,1
1097487.0,38072.25,38058.25,1310.25,1314.0,1316.75,1305.0,2010-12-16 08:30:00,2010-12-16 15:30:00,1,0.25,0.0,0,0
886901.0,38166.75,38153.25,1315.0,1316.75,1318.5,1312.0,2010-12-17 08:30:00,2010-12-17 15:30:00,1,1.0,0.0,0,0
855595.0,38269.5,38255.0,1321.25,1319.75,1323.25,1313.75,2010-12-20 08:30:00,2010-12-20 15:30:00,-1,4.5,0.0,0,0
